mfgtxt,campno,mfgcampno,rclsubj,odate,odateend,rptno,rptqtr,involved,ttlremedied,ttlunreach,ttlremoved,submdate
Trails West Manufacturing Of Idaho,14V021000,,Furnace Intake Fan May Melt,20140512,20140512,5,2015-02-01,247,105,38,4,20150715
Trails West Manufacturing Of Idaho,14V021000,,Furnace Intake Fan May Melt,20140512,20140512,6,2015-03-01,247,108,38,4,20151111
"Spartan Motors, Inc.",14V022000,14001,Vibration may cause Engine Cooling Fan Failure,20140328,,5,2015-01-01,480,253,0,0,20150415
"Spartan Motors, Inc.",14V022000,14001,Vibration may cause Engine Cooling Fan Failure,20140328,,6,2015-02-01,480,268,0,0,20150720
Kia Motors Corporation,14V023000,SC103,Incorrect Certification Label/ FMVSS 110,20140306,,5,2015-01-01,11961,10031,106,9,20150422
Kia Motors Corporation,14V023000,SC103,Incorrect Certification Label/ FMVSS 110,20140306,,6,2015-02-01,11961,10273,107,18,20150717
Kia Motors Corporation,14V023000,SC103,Incorrect Certification Label/ FMVSS 110,20140306,,7,2015-03-01,11961,10472,106,43,20151027
Terex Aerial Work Platforms,14V025000,140001,Water Entering Electrical Connection,20140326,,4,2015-01-01,3000,567,1,1101,20150423
Terex Aerial Work Platforms,14V025000,140001,Water Entering Electrical Connection,20140326,,5,2015-02-01,3000,573,1,1101,20150722
Terex Aerial Work Platforms,14V025000,140001,Water Entering Electrical Connection,20140326,,6,2015-03-01,3000,583,1,1101,20151117
PACCAR Incorporated,14V026000,14KWF,Hybrid Transmission Software,20140311,20140311,5,2015-01-01,22,21,0,0,20150430
PACCAR Incorporated,14V026000,14KWF,Hybrid Transmission Software,20140311,20140311,6,2015-02-01,22,22,0,0,20150730
PACCAR Incorporated,14V027000,14KWE,Parking Brake Installed on Incorrect Axle,20140409,20140409,5,2015-01-01,86,9,0,0,20150430
PACCAR Incorporated,14V027000,14KWE,Parking Brake Installed on Incorrect Axle,20140409,20140409,6,2015-02-01,86,9,0,0,20150730
"Cottrell, Inc.",14V028000,,Battery Equalizers: Fire Risk,20140227,,4,2015-01-01,779,263,84,0,20150406
"Cottrell, Inc.",14V028000,,Battery Equalizers: Fire Risk,20140227,,5,2015-02-01,779,305,85,0,20150720
"Cottrell, Inc.",14V028000,,Battery Equalizers: Fire Risk,20140227,,6,2015-03-01,779,421,83,0,20151029
"Cottrell, Inc.",14V028000,,Battery Equalizers: Fire Risk,20140227,,7,2015-04-01,779,458,79,0,20160125
"Eldorado National- California, Inc.",14V030000,EQ-14-002,Battery Equalizers or DC-DC Converters:Fire Risk,20140215,,5,2015-01-01,548,242,0,0,20170126
"Eldorado National- California, Inc.",14V030000,EQ-14-002,Battery Equalizers or DC-DC Converters:Fire Risk,20140215,,6,2015-02-01,548,242,0,0,20170126
"Eldorado National- California, Inc.",14V030000,EQ-14-002,Battery Equalizers or DC-DC Converters:Fire Risk,20140215,,7,2015-03-01,548,242,0,0,20170126
"Eldorado National- California, Inc.",14V030000,EQ-14-002,Battery Equalizers or DC-DC Converters:Fire Risk,20140215,,8,2015-04-01,548,242,0,0,20170126
"Eldorado National- California, Inc.",14V030000,EQ-14-002,Battery Equalizers or DC-DC Converters:Fire Risk,20140215,,9,2016-01-01,548,242,0,0,20170126
"Eldorado National- California, Inc.",14V030000,EQ-14-002,Battery Equalizers or DC-DC Converters:Fire Risk,20140215,,10,2016-02-01,548,242,0,0,20170126
"Eldorado National- California, Inc.",14V030000,EQ-14-002,Battery Equalizers or DC-DC Converters:Fire Risk,20140215,,11,2016-03-01,548,242,0,0,20170126
"Eldorado National- California, Inc.",14V030000,EQ-14-002,Battery Equalizers or DC-DC Converters:Fire Risk,20140215,,12,2016-04-01,548,244,0,0,20170126
"Eldorado National- California, Inc.",14V030000,EQ-14-002,Battery Equalizers or DC-DC Converters:Fire Risk,20140215,,13,2017-01-01,548,244,0,0,20170508
"Mitsubishi Motors North America, Inc.",14V031000,SR-14-001,Seat Mounted Side Air bag Wiring,20140228,,5,2015-01-01,733,590,14,2,20150430
"Mitsubishi Motors North America, Inc.",14V031000,SR-14-001,Seat Mounted Side Air bag Wiring,20140228,,6,2015-02-01,733,605,14,2,20150727
Chrysler Group LLC,14V032000,P02,Stuck Pedal with Wide Open Throttle,20140327,,5,2015-01-01,7935,6814,47,0,20150429
Chrysler Group LLC,14V032000,P02,Stuck Pedal with Wide Open Throttle,20140327,,6,2015-02-01,7935,7099,43,0,20150720
Chrysler Group LLC,14V034000,P03,Brake Fluid Leakage From Brake Hose,20140326,,5,2015-01-01,5664,5035,39,0,20150429
Chrysler Group LLC,14V034000,P03,Brake Fluid Leakage From Brake Hose,20140326,,6,2015-02-01,5664,5178,36,0,20150720
"Schwing America, Inc.",14V035000,,DC-DC Converters:Fire Risk,20140320,,5,2015-01-01,127,83,23,0,20150722
"Schwing America, Inc.",14V035000,,DC-DC Converters:Fire Risk,20140320,,6,2015-02-01,127,83,23,0,20150722
PACCAR Incorporated,14V036000,1213H,Transmission Shifter Illumination,20140311,,5,2015-01-01,35,23,0,0,20150430
PACCAR Incorporated,14V036000,1213H,Transmission Shifter Illumination,20140311,,6,2015-02-01,35,23,0,0,20150730
Kaffenbarger Truck Equipment Company,14V037000,,Battery Equalizers/DC-DC Converters-Possible Fire ,20140213,,5,2015-01-01,133,0,0,0,20150430
Kaffenbarger Truck Equipment Company,14V037000,,Battery Equalizers/DC-DC Converters-Possible Fire ,20140213,,6,2015-02-01,133,0,0,0,20150825
Kaffenbarger Truck Equipment Company,14V037000,,Battery Equalizers/DC-DC Converters-Possible Fire ,20140213,,7,2015-03-01,133,0,0,0,20151118
Kaffenbarger Truck Equipment Company,14V037000,,Battery Equalizers/DC-DC Converters-Possible Fire ,20140213,,8,2015-04-01,133,0,0,0,20160129
Kaffenbarger Truck Equipment Company,14V037000,,Battery Equalizers/DC-DC Converters-Possible Fire ,20140213,,9,2016-01-01,133,0,0,0,20160629
"Marathon Coach, Inc.",14V041000,,Battery Equalizers or DC-DC Converters:Fire Risk,20140516,,4,2015-01-01,450,310,0,0,20150420
"Marathon Coach, Inc.",14V041000,,Battery Equalizers or DC-DC Converters:Fire Risk,20140516,,5,2015-02-01,450,338,0,0,20150722
"Marathon Coach, Inc.",14V041000,,Battery Equalizers or DC-DC Converters:Fire Risk,20140516,,6,2015-03-01,450,356,0,0,20151006
"Marathon Coach, Inc.",14V041000,,Battery Equalizers or DC-DC Converters:Fire Risk,20140516,,7,2015-04-01,450,356,0,0,20160126
"Marathon Coach, Inc.",14V041000,,Battery Equalizers or DC-DC Converters:Fire Risk,20140516,,8,2016-01-01,450,363,0,0,20160428
"Marathon Coach, Inc.",14V041000,,Battery Equalizers or DC-DC Converters:Fire Risk,20140516,,9,2016-02-01,450,368,0,0,20160719
"Marathon Coach, Inc.",14V041000,,Battery Equalizers or DC-DC Converters:Fire Risk,20140516,,10,2016-03-01,450,372,0,0,20161026
"Marathon Coach, Inc.",14V041000,,Battery Equalizers or DC-DC Converters:Fire Risk,20140516,,11,2016-04-01,450,374,0,0,20170131
"Marathon Coach, Inc.",14V041000,,Battery Equalizers or DC-DC Converters:Fire Risk,20140516,,12,2017-01-01,450,376,0,0,20170802
"Marathon Coach, Inc.",14V041000,,Battery Equalizers or DC-DC Converters:Fire Risk,20140516,,13,2017-02-01,450,379,0,0,20170802
"Marathon Coach, Inc.",14V041000,,Battery Equalizers or DC-DC Converters:Fire Risk,20140516,,14,2017-03-01,450,391,0,0,20171031
"Marathon Coach, Inc.",14V041000,,Battery Equalizers or DC-DC Converters:Fire Risk,20140516,,15,2017-04-01,450,392,0,0,20180426
"Marathon Coach, Inc.",14V041000,,Battery Equalizers or DC-DC Converters:Fire Risk,20140516,,16,2018-01-01,450,394,0,0,20180426
"Marathon Coach, Inc.",14V041000,,Battery Equalizers or DC-DC Converters:Fire Risk,20140516,,17,2018-02-01,450,395,0,0,20180727
"Marathon Coach, Inc.",14V041000,,Battery Equalizers or DC-DC Converters:Fire Risk,20140516,,18,2018-03-01,450,395,0,0,20190423
"Marathon Coach, Inc.",14V041000,,Battery Equalizers or DC-DC Converters:Fire Risk,20140516,,19,2018-04-01,450,396,0,0,20190423
"Marathon Coach, Inc.",14V041000,,Battery Equalizers or DC-DC Converters:Fire Risk,20140516,,20,2019-01-01,450,398,0,0,20190423
"Yamaha Motor Corporation, USA",14V044000,,Arcing may cause Headlight Failure,20140310,,5,2015-01-01,24000,7130,0,0,20150521
"Yamaha Motor Corporation, USA",14V044000,,Arcing may cause Headlight Failure,20140310,,6,2015-02-01,24000,7744,0,0,20150826
"Mitsubishi Fuso Truck of America, Inc.",14V046000,,Contamination of the ATF,20140407,,5,2015-01-01,7819,6994,0,0,20150421
"Mitsubishi Fuso Truck of America, Inc.",14V046000,,Contamination of the ATF,20140407,,6,2015-02-01,7819,7202,0,0,20150720
"Mitsubishi Fuso Truck of America, Inc.",14V046000,,Contamination of the ATF,20140407,,7,2015-03-01,7819,7322,0,0,20151026
"Mitsubishi Fuso Truck of America, Inc.",14V046000,,Contamination of the ATF,20140407,,8,2015-04-01,7819,7429,0,0,20160125
General Motors LLC,14V047000,13454/14063/14092,Ignition Switch may Turn Off,20140418,,4,2015-01-01,2190934,1320046,73166,0,20150415
General Motors LLC,14V047000,13454/14063/14092,Ignition Switch may Turn Off,20140418,,5,2015-02-01,2190934,1416676,85882,0,20150722
General Motors LLC,14V047000,13454/14063/14092,Ignition Switch may Turn Off,20140418,,6,2015-03-01,2190934,1461591,57628,0,20151026
General Motors LLC,14V047000,13454/14063/14092,Ignition Switch may Turn Off,20140418,,7,2015-04-01,2190934,1519743,50083,0,20160128
General Motors LLC,14V047000,13454/14063/14092,Ignition Switch may Turn Off,20140418,,8,2016-01-01,2190934,1547789,45999,0,20160419
General Motors LLC,14V047000,13454/14063/14092,Ignition Switch may Turn Off,20140418,,9,2016-02-01,2190934,1571075,43613,0,20160728
Elkhart Coach,14V048000,,Electric Door Actuator May Lead to Fire,20140324,,4,2015-01-01,400,36,0,0,20150604
Elkhart Coach,14V048000,,Electric Door Actuator May Lead to Fire,20140324,,5,2015-02-01,400,36,0,0,20150818
Elkhart Coach,14V048000,,Electric Door Actuator May Lead to Fire,20140324,,6,2015-03-01,400,36,0,0,20151204
Elkhart Coach,14V048000,,Electric Door Actuator May Lead to Fire,20140324,,7,2015-04-01,400,74,0,0,20160121
Elkhart Coach,14V048000,,Electric Door Actuator May Lead to Fire,20140324,,8,2016-01-01,400,74,0,0,20160422
Elkhart Coach,14V048000,,Electric Door Actuator May Lead to Fire,20140324,,9,2016-02-01,400,74,0,0,20160711
"EZ Loader Adjustable Boat Trailer, Inc",14V049000,,Broken Wheel Lip may cause Rapid Tire Deflation,20140305,20160430,5,2015-01-01,50,45,2,3,20150519
"EZ Loader Adjustable Boat Trailer, Inc",14V049000,,Broken Wheel Lip may cause Rapid Tire Deflation,20140305,20160430,6,2015-02-01,50,45,2,3,20150722
"EZ Loader Adjustable Boat Trailer, Inc",14V049000,,Broken Wheel Lip may cause Rapid Tire Deflation,20140305,20160430,7,2015-03-01,50,45,2,3,20151023
"EZ Loader Adjustable Boat Trailer, Inc",14V049000,,Broken Wheel Lip may cause Rapid Tire Deflation,20140305,20160430,8,2015-04-01,50,45,2,3,20160128
"EZ Loader Adjustable Boat Trailer, Inc",14V049000,,Broken Wheel Lip may cause Rapid Tire Deflation,20140305,20160430,9,2016-01-01,50,45,2,3,20160426
Toyota Motor Engineering & Manufacturing,14V051000,,Third Row Middle Seat Belt Assembly/FMVSS No. 210,20140317,20140317,5,2015-01-01,7067,6328,0,0,20150504
Toyota Motor Engineering & Manufacturing,14V051000,,Third Row Middle Seat Belt Assembly/FMVSS No. 210,20140317,20140317,6,2015-02-01,7067,6416,0,0,20150727
"Nissan North America, Inc.",14V052000,,Circuit Breaker Installation could cause Short,20140317,,5,2015-01-01,13535,10547,0,0,20150430
"Nissan North America, Inc.",14V052000,,Circuit Breaker Installation could cause Short,20140317,,6,2015-02-01,13535,10852,0,0,20150810
Toyota Motor Engineering & Manufacturing,14V053000,,Inverter Failure may cause Hybrid Vehicle to Stall,20140321,,5,2015-01-01,698457,600764,0,0,20150429
Toyota Motor Engineering & Manufacturing,14V053000,,Inverter Failure may cause Hybrid Vehicle to Stall,20140321,,6,2015-02-01,698457,607808,0,0,20150727
Toyota Motor Engineering & Manufacturing,14V054000,,Brake Actuator Assembly may Disable ESC and ABS,20140328,,5,2015-01-01,261114,210968,0,0,20150504
Toyota Motor Engineering & Manufacturing,14V054000,,Brake Actuator Assembly may Disable ESC and ABS,20140328,,6,2015-02-01,261114,219895,0,0,20150727
"Freedom Motors, Inc.",14V055000,ENGF0216-3,Rear Axle may Fracture,20140401,,4,2015-01-01,130,41,1,0,20150519
"Freedom Motors, Inc.",14V055000,ENGF0216-3,Rear Axle may Fracture,20140401,,5,2015-02-01,130,41,1,0,20150814
"Freedom Motors, Inc.",14V055000,ENGF0216-3,Rear Axle may Fracture,20140401,,6,2015-03-01,130,41,1,0,20151202
Honda (American Honda Motor Co.),14V056000,JD7,Rocker Arm Shaft Retaining Bolt may Fall Out,20140311,,5,2015-01-01,6954,5027,2,5,20150413
Honda (American Honda Motor Co.),14V056000,JD7,Rocker Arm Shaft Retaining Bolt may Fall Out,20140311,,6,2015-02-01,6954,5146,2,5,20150709
Starcraft Bus,14V059000,,Electric Door Actuator May Lead to Fire,20140317,,5,2015-01-01,29,3,0,0,20150413
Starcraft Bus,14V059000,,Electric Door Actuator May Lead to Fire,20140317,,6,2015-02-01,29,3,0,0,20150723
Starcraft Bus,14V059000,,Electric Door Actuator May Lead to Fire,20140317,,7,2015-03-01,29,6,0,0,20160415
"Navistar, Inc.",14V062000,14502,Steering Gear Mounting Bolts,20140219,,5,2015-01-01,148,142,0,0,20150513
"Navistar, Inc.",14V062000,14502,Steering Gear Mounting Bolts,20140219,,6,2015-02-01,148,143,0,0,20150706
"Navistar, Inc.",14V063000,14505,Emergency Vehicle may Shutdown,20140312,,5,2015-01-01,538,441,0,0,20150513
"Navistar, Inc.",14V063000,14505,Emergency Vehicle may Shutdown,20140312,,6,2015-02-01,538,450,0,0,20150706
"Navistar, Inc.",14V064000,14501,Fracture Of The S-cam Bracket Assemblies,20140327,,5,2015-01-01,1196,1036,0,0,20150513
"Navistar, Inc.",14V064000,14501,Fracture Of The S-cam Bracket Assemblies,20140327,,6,2015-02-01,1196,1050,0,0,20150706
"BMW of North America, LLC",14V065000,,Water in Side-Stand Switch may Disable Engine,20140408,,4,2015-01-01,4453,3285,0,0,20150501
"BMW of North America, LLC",14V065000,,Water in Side-Stand Switch may Disable Engine,20140408,,5,2015-02-01,4453,3415,0,0,20150724
"BMW of North America, LLC",14V065000,,Water in Side-Stand Switch may Disable Engine,20140408,,6,2015-03-01,4453,3543,0,0,20151030
Elkhart Coach,14V066000,,Alternator Wiring Harness may be Pinched,20140314,,4,2015-01-01,336,88,0,0,20150604
Elkhart Coach,14V066000,,Alternator Wiring Harness may be Pinched,20140314,,5,2015-02-01,336,89,0,0,20150818
Elkhart Coach,14V066000,,Alternator Wiring Harness may be Pinched,20140314,,6,2015-03-01,336,89,0,0,20151119
Elkhart Coach,14V066000,,Alternator Wiring Harness may be Pinched,20140314,,7,2015-04-01,336,90,0,0,20160121
Elkhart Coach,14V066000,,Alternator Wiring Harness may be Pinched,20140314,,8,2016-01-01,336,90,0,0,20160422
Elkhart Coach,14V066000,,Alternator Wiring Harness may be Pinched,20140314,,9,2016-02-01,336,90,0,0,20160712
Caterpillar Inc.,14V068000,,Fracture Of The S-cam Bracket Assemblies,20140411,,4,2015-01-01,181,164,4,1,20150422
Caterpillar Inc.,14V068000,,Fracture Of The S-cam Bracket Assemblies,20140411,,5,2015-02-01,181,173,4,2,20150727
Caterpillar Inc.,14V068000,,Fracture Of The S-cam Bracket Assemblies,20140411,,6,2015-03-01,181,177,2,2,20151027
Monroe Truck Equipment,14V070000,,Battery Equalizers or DC-DC Converters:Fire Risk,20140324,,4,2015-01-01,22,10,9,3,20150421
Monroe Truck Equipment,14V070000,,Battery Equalizers or DC-DC Converters:Fire Risk,20140324,,5,2015-02-01,22,10,9,3,20150720
Monroe Truck Equipment,14V070000,,Battery Equalizers or DC-DC Converters:Fire Risk,20140324,,6,2015-03-01,22,10,9,3,20151013
"Prevost Cars, Inc.",14V073000,SR14-12,DC-DC Battery Converters-Possible Fire,20140415,,5,2015-01-01,190,187,0,0,20150514
"Prevost Cars, Inc.",14V073000,SR14-12,DC-DC Battery Converters-Possible Fire,20140415,,6,2015-02-01,190,187,0,0,20150701
"Prevost Cars, Inc.",14V073000,SR14-12,DC-DC Battery Converters-Possible Fire,20140415,,7,2015-03-01,190,187,0,0,20151020
"Prevost Cars, Inc.",14V073000,SR14-12,DC-DC Battery Converters-Possible Fire,20140415,,8,2015-04-01,190,187,0,0,20160128
"Prevost Cars, Inc.",14V073000,SR14-12,DC-DC Battery Converters-Possible Fire,20140415,,9,2016-01-01,190,187,0,0,20160428
"Prevost Cars, Inc.",14V073000,SR14-12,DC-DC Battery Converters-Possible Fire,20140415,,10,2016-02-01,190,187,0,0,20160713
"Prevost Cars, Inc.",14V073000,SR14-12,DC-DC Battery Converters-Possible Fire,20140415,,11,2016-03-01,190,187,0,0,20161024
Daimler Trucks North America,14V074000,FL-659,Missing Floor Reinforcements for Seat Belts ,20140417,,4,2015-01-01,570,215,0,0,20150430
Daimler Trucks North America,14V074000,FL-659,Missing Floor Reinforcements for Seat Belts ,20140417,,5,2015-02-01,570,261,0,0,20150727
Daimler Trucks North America,14V074000,FL-659,Missing Floor Reinforcements for Seat Belts ,20140417,,6,2015-03-01,570,274,0,0,20151030
Daimler Trucks North America,14V075000,FL-659,Missing Floor Reinforcements for Seat Belts ,20140417,,4,2015-01-01,3,0,0,0,20150430
Daimler Trucks North America,14V075000,FL-659,Missing Floor Reinforcements for Seat Belts ,20140417,,5,2015-02-01,3,3,0,0,20150727
"Mack Trucks, Inc.",14V078000,SC0375,Water Leaks may Cause EPDM to Short-Circuit,20140424,20140424,4,2015-01-01,70208,17481,0,0,20150430
"Mack Trucks, Inc.",14V078000,SC0375,Water Leaks may Cause EPDM to Short-Circuit,20140424,20140424,5,2015-02-01,70208,30309,0,0,20150707
"Mack Trucks, Inc.",14V078000,SC0375,Water Leaks may Cause EPDM to Short-Circuit,20140424,20140424,6,2015-03-01,70208,37850,0,0,20151005
"NABI Bus, LLC",14V081000,20141,Ice May Form in Intake Manifold,20140421,,4,2015-01-01,269,257,0,0,20150430
"NABI Bus, LLC",14V081000,20141,Ice May Form in Intake Manifold,20140421,,5,2015-02-01,269,266,0,0,20151020
"NABI Bus, LLC",14V081000,20141,Ice May Form in Intake Manifold,20140421,,6,2015-03-01,269,266,0,0,20151020
Gillig LLC,14V084000,,Ice May Form in Intake Manifold,20140320,,5,2015-01-01,643,611,0,0,20150409
Gillig LLC,14V084000,,Ice May Form in Intake Manifold,20140320,,6,2015-02-01,643,614,0,0,20150727
Motor Coach Industries,14V085000,405,Ice May Form in Intake Manifold ,20140416,,4,2015-01-01,96,75,0,0,20150427
Motor Coach Industries,14V085000,405,Ice May Form in Intake Manifold ,20140416,,5,2015-02-01,96,75,0,0,20150730
Motor Coach Industries,14V085000,405,Ice May Form in Intake Manifold ,20140416,,6,2015-03-01,96,94,0,0,20160129
New Flyer Industries Ltd.,14V087000,R14-006,Ice May Form in Intake Manifold,20140321,,5,2015-01-01,2139,2079,0,0,20150421
New Flyer Industries Ltd.,14V087000,R14-006,Ice May Form in Intake Manifold,20140321,,6,2015-02-01,2139,2079,0,0,20150730
"Mack Trucks, Inc.",14V088000,SC0376,Exhaust Pipe may Disconnect from Muffler/Catalyst,20140421,,4,2015-01-01,958,683,0,0,20150409
"Mack Trucks, Inc.",14V088000,SC0376,Exhaust Pipe may Disconnect from Muffler/Catalyst,20140421,,5,2015-02-01,958,694,0,0,20150707
"Mack Trucks, Inc.",14V088000,SC0376,Exhaust Pipe may Disconnect from Muffler/Catalyst,20140421,,6,2015-03-01,958,699,0,0,20151005
"Porsche Cars North America, Inc.",14V090000,AE01,Potential for Engine Crankcase Damage/Fire,20140606,,4,2015-01-01,209,209,0,0,20150507
Volvo Bus Corporation,14V091000,SR14-82,Sliding Seat Locking Mechanism,20140428,,4,2015-01-01,121,77,0,0,20150514
Volvo Bus Corporation,14V091000,SR14-82,Sliding Seat Locking Mechanism,20140428,,5,2015-02-01,121,81,0,0,20150701
Volvo Bus Corporation,14V091000,SR14-82,Sliding Seat Locking Mechanism,20140428,,6,2015-03-01,121,83,0,0,20151020
Volvo Bus Corporation,14V091000,SR14-82,Sliding Seat Locking Mechanism,20140428,,7,2015-04-01,121,87,0,0,20160128
Volvo Bus Corporation,14V091000,SR14-82,Sliding Seat Locking Mechanism,20140428,,8,2016-01-01,121,93,0,0,20160428
Volvo Bus Corporation,14V091000,SR14-82,Sliding Seat Locking Mechanism,20140428,,9,2016-02-01,121,93,0,0,20160713
Volvo Bus Corporation,14V091000,SR14-82,Sliding Seat Locking Mechanism,20140428,,10,2016-03-01,121,93,0,0,20161024
Volvo Bus Corporation,14V091000,SR14-82,Sliding Seat Locking Mechanism,20140428,,11,2016-04-01,121,94,0,0,20170110
Volvo Bus Corporation,14V091000,SR14-82,Sliding Seat Locking Mechanism,20140428,,12,2017-01-01,121,95,0,0,20170410
Volvo Bus Corporation,14V091000,SR14-82,Sliding Seat Locking Mechanism,20140428,,13,2017-02-01,121,96,0,0,20170714
Volvo Bus Corporation,14V091000,SR14-82,Sliding Seat Locking Mechanism,20140428,,14,2017-03-01,121,97,0,0,20181004
General Motors LLC,14V092000,14048,Broken Transmission Adjuster Cable/FMVSS 102/114,20140410,,5,2015-01-01,355,345,1,0,20150415
General Motors LLC,14V092000,14048,Broken Transmission Adjuster Cable/FMVSS 102/114,20140410,,6,2015-02-01,355,348,1,0,20150722
General Motors LLC,14V092000,14048,Broken Transmission Adjuster Cable/FMVSS 102/114,20140410,,7,2015-03-01,355,351,0,0,20151026
"Prevost Cars, Inc.",14V095000,SR14-10,Battery Cable Crimps,20140423,,5,2015-01-01,59,47,0,0,20150514
"Prevost Cars, Inc.",14V095000,SR14-10,Battery Cable Crimps,20140423,,6,2015-02-01,59,48,0,0,20150701
"Prevost Cars, Inc.",14V095000,SR14-10,Battery Cable Crimps,20140423,,7,2015-03-01,59,51,0,0,20151020
"Prevost Cars, Inc.",14V095000,SR14-10,Battery Cable Crimps,20140423,,8,2015-04-01,59,53,0,0,20160128
"Prevost Cars, Inc.",14V095000,SR14-10,Battery Cable Crimps,20140423,,9,2016-01-01,59,53,0,0,20160428
"Prevost Cars, Inc.",14V095000,SR14-10,Battery Cable Crimps,20140423,,10,2016-02-01,59,55,0,0,20160713
"Prevost Cars, Inc.",14V095000,SR14-10,Battery Cable Crimps,20140423,,11,2016-03-01,59,56,0,0,20161024
"Prevost Cars, Inc.",14V095000,SR14-10,Battery Cable Crimps,20140423,,12,2016-04-01,59,57,0,0,20170110
"Prevost Cars, Inc.",14V096000,SR14-16,Fire Suspression System may Fail,20140412,20140412,4,2015-01-01,9,2,0,0,20150120
"Prevost Cars, Inc.",14V096000,SR14-16,Fire Suspression System may Fail,20140412,20140412,5,2015-02-01,9,9,0,0,20150701
Landi Renzo USA,14V097000,,Side Arm Bracket Failure On CNG Cylinder,20140327,,4,2015-01-01,343,205,62,0,20150508
Landi Renzo USA,14V097000,,Side Arm Bracket Failure On CNG Cylinder,20140327,,5,2015-02-01,343,210,62,0,20150817
Landi Renzo USA,14V097000,,Side Arm Bracket Failure On CNG Cylinder,20140327,,6,2015-03-01,343,215,62,0,20151102
Newmar Corporation,14V098000,,Microwave May Start On It's Own And Cause A Fire,20140417,,4,2015-01-01,599,220,0,0,20150415
Newmar Corporation,14V098000,,Microwave May Start On It's Own And Cause A Fire,20140417,,5,2015-02-01,599,271,0,0,20151013
Newmar Corporation,14V098000,,Microwave May Start On It's Own And Cause A Fire,20140417,,6,2015-03-01,599,277,0,0,20151013
Newmar Corporation,14V098000,,Microwave May Start On It's Own And Cause A Fire,20140417,,7,2015-04-01,599,284,0,0,20160119
Newmar Corporation,14V098000,,Microwave May Start On It's Own And Cause A Fire,20140417,,8,2016-01-01,599,291,0,0,20160401
Chrysler Group LLC,14V100000,P07,Incorrect Certification Label/FMVSS 567,20140410,,4,2015-01-01,195,187,0,0,20150429
Chrysler Group LLC,14V100000,P07,Incorrect Certification Label/FMVSS 567,20140410,,5,2015-02-01,195,190,0,0,20150720
Chrysler Group LLC,14V100000,P07,Incorrect Certification Label/FMVSS 567,20140410,,6,2015-03-01,195,190,0,0,20151026
Chrysler Group LLC,14V101000,P08,Loss Of Low Beam Headlights,20140502,20140502,4,2015-01-01,43445,24674,3235,59,20150429
Chrysler Group LLC,14V101000,P08,Loss Of Low Beam Headlights,20140502,20140502,5,2015-02-01,43445,27668,2958,59,20150720
Chrysler Group LLC,14V101000,P08,Loss Of Low Beam Headlights,20140502,20140502,6,2015-03-01,43445,29759,2707,108,20151026
Starcraft Bus,14V102000,,Electric Door Actuator May Lead to Fire,20140320,,5,2015-01-01,281,28,0,0,20150413
Starcraft Bus,14V102000,,Electric Door Actuator May Lead to Fire,20140320,,6,2015-02-01,281,28,0,0,20150723
Chrysler Group LLC,14V103000,P06,Delay or Inability to Select Transmission Gears ,20140331,20140331,4,2015-01-01,18092,16976,79,0,20150429
Chrysler Group LLC,14V103000,P06,Delay or Inability to Select Transmission Gears ,20140331,20140331,5,2015-02-01,18092,17149,68,0,20150720
Chrysler Group LLC,14V103000,P06,Delay or Inability to Select Transmission Gears ,20140331,20140331,6,2015-03-01,18092,17239,56,8,20151026
Chrysler Group LLC,14V104000,P05,Hard Brake Pedal may Lengthen Stopping Distance ,20140403,20140403,4,2015-01-01,18690,14807,406,2,20150429
Chrysler Group LLC,14V104000,P05,Hard Brake Pedal may Lengthen Stopping Distance ,20140403,20140403,5,2015-02-01,18690,15517,338,2,20150720
Chrysler Group LLC,14V104000,P05,Hard Brake Pedal may Lengthen Stopping Distance ,20140403,20140403,6,2015-03-01,18690,16142,283,2,20151026
Daimler Buses North America,14V106000,,Ice May Form in Intake Manifold,20140412,,5,2015-01-01,455,397,0,0,20150408
Daimler Buses North America,14V106000,,Ice May Form in Intake Manifold,20140412,,6,2015-02-01,455,399,0,0,20150706
Honda (American Honda Motor Co.),14V109000,JD8,Tire Bead Damage,20140415,,4,2015-01-01,9816,9232,29,1,20150413
Honda (American Honda Motor Co.),14V109000,JD8,Tire Bead Damage,20140415,,5,2015-02-01,9816,9345,4,0,20150709
Honda (American Honda Motor Co.),14V109000,JD8,Tire Bead Damage,20140415,,6,2015-03-01,9816,9385,4,0,20151022
Blue Bird Body Company,14V110000,R14XC,Joint Separation/FMVSS 221,20140424,20140424,4,2015-01-01,526,332,0,0,20150420
Blue Bird Body Company,14V110000,R14XC,Joint Separation/FMVSS 221,20140424,20140424,5,2015-02-01,526,343,0,0,20150709
Blue Bird Body Company,14V110000,R14XC,Joint Separation/FMVSS 221,20140424,20140424,6,2015-03-01,526,363,0,0,20151020
Honda (American Honda Motor Co.),14V112000,"JD9, JE0",Fuel Pump Cover may Crack and Leak Fuel,20141006,20141006,4,2015-01-01,886815,517998,4779,17,20150413
Honda (American Honda Motor Co.),14V112000,"JD9, JE0",Fuel Pump Cover may Crack and Leak Fuel,20141006,20141006,5,2015-02-01,886815,556815,13129,615,20150709
Honda (American Honda Motor Co.),14V112000,"JD9, JE0",Fuel Pump Cover may Crack and Leak Fuel,20141006,20141006,6,2015-03-01,886815,616500,6275,0,20151022
Great Dane Trailers,14V113000,,Brackets for Cargo Restraint Plates may Fail ,20140417,,4,2015-01-01,1008,377,0,10,20150408
